Dataset,BERT,DistilBERT,FastText,LSTM,RoBERTa
20newsgroups,0.000784313725490196,0.012549019607843137,0.003076923076923077,0.000784313725490196,0.00679245283018868
ag_news,0.5952592592592593,0.28627450980392155,0.20340643274853804,0.1652510760401722,0.06666666666666667
bbc,0.2095238095238095,0.11536723163841806,0.10272727272727274,0.18133333333333332,0.0343859649122807
