Dataset,BERT,DistilBERT,FastText,LSTM,RoBERTa
amazon,0.15712511091393078,0.044137931034482755,0.18305376344086022,0.05491525423728814,0.1225
imdb,0.6129032258064516,0.0,0.45454545454545453,0.27586206896551724,0.0
twitter,0.19058823529411764,0.352283105022831,0.288,0.15515151515151515,0.17253731343283582
